id,slot_value,personality,ground_truth,FVN without Control,FVN
1084,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a price range of £20-25 , it is family friendly , it 's near nearVariable and it is a restaurant , also it is an english place in riverside , you know pal !","nameVariable is a pub with a price range of £20-25 , it is an english place , it is near nearVariable , it is in riverside and it is family friendly , you know !","nameVariable is a english place and riverside and family friendly near nearVariable , a price range of £20-25 , you know and it is a restaurant friend !"
1085,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , right , i think that nameVariable is a chinese restaurant near nearVariable , it is a pub and it is family friendly , also it 's in riverside , alright ?","you want to know more about nameVariable ? well , it is a chinese restaurant in riverside and nearVariable and rather family friendly and it is a pub , you know , okay ?","let 's see , nameVariable ... oh , it is a chinese restaurant and nearVariable in riverside and rather family friendly , also it is a pub , you know , alright ?"
1086,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"expensive nameVariable is it 's a pub and it is a chinese place , also it is near nearVariable . it is damn kid friendly . it 's in riverside.. obviously , basically .","nameVariable is a chinese place , also it is damn kid friendly . it is a pub . it is in riverside . it is near nearVariable .","nameVariable is a chinese place , also it is damn family friendly . it is near nearVariable . it is in riverside . it is a pub ."
1087,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see , i suppose nameVariable is kid friendly in riverside and a chinese restaurant near nearVariable , also it is a pub .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in riverside and nearVariable and kid friendly and it is a pub .","let 's see , nameVariable ... well , i see it is a chinese restaurant and in riverside family friendly near nearVariable and it is a pub ."
1088,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure buddy . nameVariable is a chinese place in riverside and damn family friendly near nearVariable , also it is a pub .","oh god yeah , i do n't know . nameVariable is a chinese place in riverside and nearVariable and kid friendly , also it is a pub !","oh god i do n't know . nameVariable is a pub , also it is a chinese place , also it is darn family friendly near nearVariable , also it is in riverside ."
1089,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a chinese place and family friendly pal . it is a pub and nameVariable is near nearVariable in riverside , you know !","nameVariable is a chinese place in riverside and nearVariable and family friendly , also it is a pub , you know friend !","nameVariable is a pub , it is in riverside , it is a chinese place and it is near nearVariable , also it is kid friendly , you know !"
1090,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? yeah , i see , nameVariable is a pub , nameVariable is in riverside moderately priced near nearVariable and a french restaurant , nameVariable is n't quite family friendly and it has a mediocre rating , alright ?","let 's see what we can find on nameVariable . well , it is a french restaurant in riverside near nearVariable and moderately priced with a mediocre rating , also it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a french restaurant and moderately priced near nearVariable with a mediocre rating , also it is a pub , also it is n't somewhat family friendly , and it 's in riverside , alright ?"
1091,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that damn moderately priced nameVariable is it 's a french restaurant with a mediocre rating . it is n't kid friendly , also it is a pub . and it is in riverside near nearVariable .",nameVariable is a french restaurant with a mediocre rating . it is a pub . it is in riverside . it is near nearVariable . it is n't kid friendly . it is near nearVariable .,"nameVariable is a french place , also it is moderately priced . it is near nearVariable . it is a pub . it is in riverside . it is n't damn friendly . it has like , a mediocre rating ."
1092,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see nameVariable is n't kid friendly with a mediocre rating , also it is a pub , also nameVariable is quite moderately priced and a french restaurant in riverside near nearVariable .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in riverside near nearVariable and moderately priced with a mediocre rating , it is a pub and it is n't kid friendly .","you want to know more about nameVariable ? well , i see it is a french restaurant and nearVariable in riverside and moderately priced with a mediocre rating , also it is n't family friendly , and it 's a pub ."
1093,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh oh god i do n't know . nameVariable is a pub , also it is n't kid friendly , it 's in riverside near nearVariable , it has like , a mediocre rating , and nameVariable is moderately priced and a french place .","oh god i do n't know . nameVariable is a french place in riverside near nearVariable and moderately priced , also it is a pub , also it is n't kid friendly , and it has like , a mediocre rating .","oh gosh i do n't know . nameVariable is a pub , also it is a french place , also it is n't damn family friendly , also it 's a french place near nearVariable in riverside , also it has a mediocre rating ."
1094,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a french place and near nearVariable moderately priced in riverside pal , you know , it is a pub , also it is n't kid friendly , and the rating is mediocre !","nameVariable is a french place in riverside near nearVariable and moderately priced , it is a mediocre rating , it is a pub , it is n't kid friendly , you know !","i , nameVariable is a mediocre rating , it is a french place , it is n't family friendly , it 's a pub , it is near nearVariable , also it is moderately priced in riverside , you know !"
1095,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , ok it is near nearVariable moderately priced in city centre and an italian restaurant , also it has a quite mediocre rating , and it is a pub , also it is n't kid friendly , you see ?","let 's see what we can find on nameVariable . right , it is a pub with a mediocre rating , also it is an italian restaurant in city centre near nearVariable and moderately priced , also it is n't somewhat family friendly , you know , alright ?","let 's see , nameVariable ... oh , it is a italian restaurant and city centre and moderately priced near nearVariable with a mediocre rating , also it is a somewhat family friendly , also it 's a pub , alright ?"
1096,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"the rating is mediocre , nameVariable is near nearVariable , also it is moderately priced in city centre , and it is a pub . it is n't damn kid friendly . it is an italian restaurant .","oh god i mean , i thought everybody knew that nameVariable is moderately priced with a mediocre rating . it is a italian place . it is a city centre . it is a nearVariable . it is a pub . it is n't kid friendly .","oh god basically , everybody knows that nameVariable is moderately priced with a mediocre rating . it is near nearVariable . it is in city centre . it is n't family friendly . it is a coffee shop . it is an italian restaurant ."
1097,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is a pub with a mediocre rating , it is moderately priced in city centre and an italian restaurant near nearVariable and it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is an italian restaurant in city centre near nearVariable and moderately priced with a mediocre rating , it is a pub and it is n't kid friendly .","let 's see , nameVariable ... i see , well it is a mediocre rating , also it is a pub , also it is n't family friendly , and it 's moderately priced near nearVariable and an italian restaurant in city centre ."
1098,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , mmhm ... i do n't know . nameVariable has a mediocre rating , also it is a pub , it is an italian place near nearVariable in city centre and moderately priced and it is n't damn family friendly .","oh gosh i do n't know . nameVariable is a pub with a mediocre rating , also it is an italian place in city centre , also it is damn moderately priced near nearVariable , also it is n't kid friendly !","oh gosh i do n't know . nameVariable is a pub , also it is n't damn friendly , also it 's an italian place in city centre , also it is a mediocre rating , also it is darn moderately priced near nearVariable ."
1099,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is moderately priced with a mediocre rating , it 's near nearVariable , also it is in city centre , nameVariable is an italian place buddy and it is n't kid friendly , also it 's a pub , you know !","nameVariable is a italian place in city centre near nearVariable and moderately priced , it is a mediocre rating , it is a pub , you know and it is n't family friendly pal !","nameVariable is a mediocre rating , it is is moderately priced , also it 's in city centre , also it is n't family friendly , also it 's a pub , you know , it is near nearVariable and it is an italian place !"
1100,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . come on , oh it seems to me that it is cheap near nearVariable and a fast food restaurant in riverside with a excellent rating , also it is n't family friendly , and it 's a pub , you see ?","you want to know more about nameVariable ? right , it is a fast food restaurant in riverside and cheap near nearVariable with a excellent rating , it is n't somewhat kid friendly and it 's a pub , you see ?","let 's see , nameVariable ... oh , it is a fast food restaurant and cheap in riverside and a excellent rating , also it is a pub , also it is n't somewhat family friendly , and it 's near nearVariable , alright ?"
1101,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is cheap with a excellent rating . it is a pub and it is a fast food place , also it is n't family friendly . nameVariable is in riverside near nearVariable .",nameVariable is cheap with a excellent rating . it is a fast food place . it is a riverside . it is a pub . it is n't kid friendly . it is near nearVariable .,"oh god basically , everybody knows that nameVariable is a fast food place , also it is cheap . it is a pub . it is near nearVariable . it is n't family friendly . it is in riverside . it is a excellent rating ."
1102,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... it seems that nameVariable is a pub , it is n't kid friendly and it 's cheap in riverside and a fast food restaurant near nearVariable , also nameVariable has a excellent rating .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in riverside and cheap near nearVariable with a excellent rating , it is n't kid friendly and it 's a pub .","let 's see , nameVariable ... well , i see it is a fast food restaurant in riverside and cheap near nearVariable with a excellent rating , also it is n't family friendly , and it 's a pub ."
1103,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i am not sure . nameVariable is a pub , also nameVariable is in riverside , also it is a fast food place and cheap near nearVariable , also it has like , a excellent rating , also nameVariable is n't damn kid friendly .","oh gosh i do n't know . nameVariable is a fast food place in riverside and cheap near nearVariable with a excellent rating , also it is n't damn kid friendly , and it 's a pub !","oh gosh i do n't know . nameVariable is a pub , also it is a fast food place , also it is n't damn family friendly , also it 's a fast food place near nearVariable in riverside , and it has a excellent rating ."
1104,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is cheap in riverside buddy , it is n't family friendly , also it 's a fast food place , it is near nearVariable , you know , it is a pub and it has a excellent rating !","nameVariable is a fast food place in riverside near nearVariable and cheap , it is a excellent rating , it is n't kid friendly , it 's a pub , you know !","nameVariable is a fast food place in riverside and cheap near nearVariable , it has a excellent rating , it is n't family friendly and it 's a pub , you know ."
1105,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... i see , it seems to me that it is n't family friendly with an average rating , it 's a pub , also it is an italian restaurant in city centre , and nameVariable is quite expensive , alright ? it is near nearVariable .","you want to know more about nameVariable ? right , it is n't somewhat friendly with an average rating , also it is an italian restaurant in city centre near nearVariable , also it is a pub , also it is somewhat expensive , you know , alright ?","let 's see , nameVariable ... oh , it is a pub with an average rating , also it is somewhat expensive in city centre , also it is n't somewhat family friendly , and it 's an italian restaurant near nearVariable , alright ?"
1106,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"actually , basically damn expensive nameVariable is it is an italian place , also it is in city centre . it 's near nearVariable with an average rating . also it is n't family friendly . it is a pub .","oh god i mean , i thought everybody knew that nameVariable is an italian place with an average rating . it is a city centre . it is a pub . it is expensive near nearVariable . it is n't kid friendly .","nameVariable is expensive , also it 's near nearVariable . it is a pub . it is in city centre . it is n't damn family friendly . it is an italian place . it has like , an average rating ."
1107,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is n't kid friendly with an average rating , it 's a pub and it is sort of near nearVariable in city centre , also it is an italian restaurant and expensive .","let 's see what we can find on nameVariable . well , i see it is an italian restaurant in city centre near nearVariable and expensive with an average rating , it is n't kid friendly and it 's a pub .","you want to know more about nameVariable ? well see , well it is a pub with an average rating , also it is expensive in city centre and an italian restaurant near nearVariable , and it is n't family friendly ."
1108,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i mean , i am not sure . nameVariable is a pub with a damn average rating , it is an italian place near nearVariable in city centre , also nameVariable is n't kid friendly , and it 's expensive .","oh god i do n't know . nameVariable is a pub with an average rating , also it is an italian place in city centre near nearVariable , also it is n't kid friendly , and it is darn expensive !","oh gosh i do n't know . nameVariable is a pub , also it is n't damn average rating , also it is n't family friendly , also it 's an italian place in city centre near nearVariable , and it is expensive ."
1109,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""high"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is an italian place near nearVariable and expensive in city centre , it is n't kid friendly and the rating is average , also it is a pub , you know , basically !","nameVariable is an italian place in city centre near nearVariable , it is n't kid friendly , it 's a pub , it is expensive , you know and it 's is average .","nameVariable is a italian place and city centre expensive near nearVariable , it is n't family friendly , the rating is average and it is a pub , you know friend !"
1110,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh well it is a chinese restaurant and kid friendly . it is a pub , also it is sort of near nearVariable in city centre , you see ?","you want to know more about nameVariable ? well , it is a chinese restaurant in city centre and nearVariable and near nearVariable and it is a pub , you know , you see ?","let 's see , nameVariable ... oh , it is a chinese restaurant and city centre near nearVariable and rather family friendly , also it is a pub , you know , alright ?"
1111,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,expensive nameVariable is it 's in city centre near nearVariable.. it is a pub and nameVariable is a chinese restaurant and family friendly .,nameVariable is a chinese restaurant in city centre . it is a pub . it is near nearVariable . it is damn kid friendly .,"moderately priced nameVariable is it is a chinese place , also it is a pub . it is in city centre . it 's near nearVariable . it 's a pub.. oh god basically ."
1112,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is a pub , also it is a chinese restaurant near nearVariable , and it is kid friendly sort of in city centre .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in city centre and nearVariable and kid friendly and it is a pub .","let 's see , nameVariable ... well , i see it is a chinese restaurant and in city centre family friendly near nearVariable and it is a pub ."
1113,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know . mmhm ... nameVariable is a chinese place in city centre and damn kid friendly near nearVariable , also nameVariable is a pub .","oh god yeah , i do n't know . nameVariable is a chinese place in city centre near nearVariable and kid friendly , also it is a pub !","oh god i do n't know . nameVariable is a pub , also it is a chinese place , also it is darn family friendly near nearVariable , also it is in city centre ."
1114,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a chinese place near nearVariable , it is in city centre buddy and it is kid friendly , also it 's a pub , you know !","nameVariable is a chinese place in city centre near nearVariable and kid friendly , also it is a pub , you know friend !","nameVariable is a pub , it is in city centre , it is a chinese place and it is near nearVariable , also it is kid friendly , you know !"
1115,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? i see , ok it is kid friendly kind of near nearVariable with a excellent rating . nameVariable is a restaurant , alright ?","let 's see what we can find on nameVariable . well , it is a restaurant with a excellent rating , also it is somewhat kid friendly near nearVariable , you see ?","let 's see , nameVariable ... oh , it is a restaurant with a excellent rating , also it is somewhat family friendly near nearVariable , you ?"
1116,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,the rating is damn excellent and nameVariable is near nearVariable . it is kid friendly . it is a restaurant .,"basically , i thought everybody knew that nameVariable is damn kid friendly near nearVariable . it has a excellent rating . it is a restaurant .","oh god basically , everybody knows that nameVariable is a friendly near nearVariable . it has a excellent rating . it is a restaurant ."
1117,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see , it seems to me that nameVariable is family friendly near nearVariable with a excellent rating , also it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is kid friendly near nearVariable with a excellent rating and it is a restaurant .","let 's see , nameVariable ... i see , well it is a restaurant near nearVariable with a excellent rating and it is a restaurant ."
1118,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i do n't know ! err ... nameVariable is a restaurant with a excellent rating , also it is kid friendly kind of near nearVariable .","oh god i do n't know . nameVariable is a restaurant with a excellent rating , also it is darn kid friendly near nearVariable !","oh god i do n't know . nameVariable is a restaurant , also it is darn friendly kind of near nearVariable , and it has like , a excellent rating ."
1119,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is kid friendly near nearVariable , you know , and it is a restaurant , also it has a excellent rating , buddy !","nameVariable is a restaurant , it is kid friendly , the rating is excellent , you know and it is near nearVariable .","nameVariable is a excellent rating , it is kid friendly near nearVariable and it is a restaurant , you know friend !"
1120,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? right , it is somewhat expensive near nearVariable , kid friendly and a french restaurant in riverside , also it has a quite decent rating , and it is a pub , okay ?","let 's see what we can find on nameVariable . well , it is a french restaurant in riverside , expensive and family friendly near nearVariable with a decent rating , also it is a pub , you know , okay ?","let 's see , nameVariable ... oh , it is a french restaurant , nearVariable , expensive and family friendly in riverside with a decent rating , also it is a pub , you know , alright ?"
1121,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,nameVariable is expensive with a decent rating . nameVariable is damn family friendly in riverside . it is a french restaurant . it is near nearVariable . it is a pub .,"oh , i mean , i thought everybody knew that nameVariable is a french restaurant , also it is expensive . it is a decent rating . it is a riverside . it is a friendly and it 's expensive . it is a pub .","basically , i thought everybody knew that nameVariable is a french place , also it is damn . it is a pub . it is near nearVariable . it is a decent rating . it is in riverside . it is damn family friendly ."
1122,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? it seems that it is a french restaurant in riverside , expensive and family friendly near nearVariable , also it has a decent rating , also nameVariable is a pub .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in riverside near nearVariable , expensive and family friendly with a decent rating and it is a pub .","let 's see , nameVariable ... well , i see it is a french restaurant , nearVariable in riverside and family friendly with a decent rating and it is a pub ."
1123,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i am not sure . nameVariable has like , a decent rating , it is in riverside , also it is a pub , and it is a french place near nearVariable , family friendly and expensive .","oh god i do n't know . nameVariable is a french place in riverside , damn expensive and kid friendly near nearVariable with a decent rating , also it is a pub !","oh god i do n't know . nameVariable is a pub with a decent rating , also it is a french place , nearVariable , also it is darn friendly in riverside , also it is darn expensive ."
1124,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it is sort of in riverside , nameVariable is kid friendly , it 's expensive , you know and it 's a french restaurant near nearVariable , also nameVariable has a decent rating !","nameVariable is a french place , nearVariable , expensive and family friendly in riverside , it is a pub , you know and it has a decent rating pal !","nameVariable is a decent rating , it is a french place , it is a friendly and it 's a pub , also it is a french place near nearVariable , you know !"
1125,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , ok it is a pub with a price range of £20-25 with a high rating and it is a french restaurant in city centre near nearVariable , also it is n't somewhat kid friendly , you see ?","let 's see what we can find on nameVariable . well , it is a french restaurant in city centre near nearVariable with a price range of £20-25 with a high rating , it is n't somewhat family friendly and it 's a pub , you see ?","let 's see , nameVariable ... oh , it is a french restaurant near nearVariable in city centre with a high rating with a price range of £20-25 , also it is n't somewhat family friendly , also it 's a pub , you ?"
1126,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a french place with a price range of £20-25 . it 's in city centre . it is n't kid friendly , also it has like , a high rating . it is near nearVariable . it is a pub .","nameVariable is a french restaurant in city centre . it is a price range of £20-25 . it is a pub . it is n't kid friendly . it is near nearVariable . it has like , a high rating .","oh god basically , everybody knows that nameVariable is a french place with a high rating . it is near nearVariable . it is in city centre . it is n't family friendly . it is a coffee shop . it has a price range of £20-25 ."
1127,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is n't kid friendly , also the rating is high , it has a price range of £20-25 , also it is a french restaurant in city centre near nearVariable , and nameVariable is a pub .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in city centre near nearVariable with a high rating with a price range of £20-25 , it is n't kid friendly and it 's a pub .","let 's see , nameVariable ... i see , well it is a french restaurant near nearVariable in city centre with a high rating with a price range of £20-25 , also it is n't family friendly , and it 's a pub ."
1128,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i mean , i am not sure . nameVariable is a french place near nearVariable in city centre . it is a pub , also it is n't family friendly , also the rating is darn high , and it has a price range of £20-25 .","oh gosh i do n't know . nameVariable is a french place in city centre near nearVariable with a price range of £20-25 , it is a pub , also it is n't damn friendly , and it has like , a high rating .","oh gosh i do n't know . nameVariable is a french place near nearVariable in city centre with a high rating , also it is a pub , also it is n't damn family friendly , also it has a price range of £20-25 ."
1129,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""20-25"", ""customerRating"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a french place in city centre near nearVariable , you know , nameVariable is n't family friendly , also it has a price range of £20-25 , pal and it has a high rating , also nameVariable is a pub !","nameVariable is a french place in city centre near nearVariable with a high rating , it is n't kid friendly , it 's a pub , also it has a price range of £20-25 , you know friend !","nameVariable is a french place near nearVariable in city centre , a high rating , also it is n't family friendly , also it 's a pub , you know , it has a price range of £20-25 ."
