id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
1033,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , oh gosh i do n't know . it 's an foodVariable place and in areaVariable moderately priced near nearVariable with a customerRatingVariable rating mate . nameVariable is n't family friendly and it is a eatTypeVariable .","oh , i am i am not sure . nameVariable is a coffee shop , a customerRatingVariable rating , , , it it , , , , , , , , , , , it it , it it is is it is .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is n't kid friendly , also it 's darn expensive in city centre , also it has a customerRatingVariable rating , and it is near nearVariable ."
1034,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , also nameVariable is moderately priced near nearVariable and an foodVariable place in areaVariable , you know , nameVariable has a customerRatingVariable rating and it is n't family friendly pal .","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , it it , , is is , , is is is ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a foodVariable place , it is n't kid friendly , it 's in city centre , it is near nearVariable , you know , it has a customerRatingVariable rating and"
1035,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , it seems to me that it is rather near nearVariable family friendly in city centre , priceRangeVariable and a foodVariable restaurant with a customerRatingVariable rating , also it is a eatTypeVariable , alright ?","let 's see what ? can find on nameVariable . a , , a a a a , , customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
1036,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is priceRangeVariable , it 's near nearVariable , also it has like , a customerRatingVariable rating , and it is a eatTypeVariable . nameVariable is in city centre . nameVariable is a foodVariable restaurant and family friendly . come on , oh god","nameVariable is a foodVariable , , it is is is it is it it it it it it it it it it it it it it it it it it it it it it it . it is . . . . . .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is a foodVariable place , also it is kid friendly , also it 's in city centre . it has like , a customerRatingVariable rating . it is near nearVariable . it has a price range of £20-25 ."
1037,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , i mean it is a foodVariable place , priceRangeVariable and in city centre family friendly near nearVariable with a customerRatingVariable rating , also nameVariable is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is a is a , , , it customerRatingVariable rating , it , a it , and it is and it and it and it .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is a coffee shop with a customerRatingVariable rating , also it is a foodVariable restaurant , areaVariable , family friendly near nearVariable and moderately priced ."
1038,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh err ... i am not sure . nameVariable is a eatTypeVariable with a customerRatingVariable rating , it is kid friendly and a foodVariable place in city centre and it is priceRangeVariable kind of near nearVariable .","oh god i am i am . know . nameVariable is a coffee shop , a , rating , , , , , , , , , , , , , , , , , , it it is a .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god i do n't know . nameVariable is a coffee shop , also it is darn kid friendly , also it has like , a customerRatingVariable rating , also it is a foodVariable place in areaVariable , and it is moderately priced , also it 's near nearVariable ."
1039,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""French"", ""priceRange"": ""cheap"", ""customerRating"": ""excellent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , also nameVariable is near nearVariable , it has a customerRatingVariable rating , you know , it is a foodVariable place in city centre , nameVariable is kid friendly mate and it 's priceRangeVariable !","nameVariable is a coffee shop , it customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , , , ,","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is a friendly , it 's a foodVariable place , it is near nearVariable , it has a customerRatingVariable rating , you know and it is in areaVariable centre and it"
1040,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? ok , nameVariable is n't somewhat kid friendly , it 's an foodVariable place , it is a eatTypeVariable , also it is sort of near nearVariable in city centre , and it is moderately priced , you see ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
1041,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,nameVariable is n't family friendly and it 's moderately priced . it is a eatTypeVariable . nameVariable is an foodVariable eatTypeVariable . it is near nearVariable . it is in city centre . oh god basically .,"nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is n't damn family friendly , also it 's moderately priced , and it 's in city centre . it is a foodVariable place near nearVariable ."
1042,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is moderately priced near nearVariable and an foodVariable place in city centre , it is a eatTypeVariable and it is n't family friendly .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
1043,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh yeah , i am not sure . nameVariable is an foodVariable place in city centre near nearVariable and damn moderately priced , also it is a eatTypeVariable , also nameVariable is n't kid friendly .","oh , i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
1044,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't kid friendly , also it 's moderately priced , it 's an foodVariable place , you know and nameVariable is in city centre near nearVariable , also it is a eatTypeVariable .","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
1045,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , obviously it is expensive near nearVariable , a fast food eatTypeVariable in city centre and kid friendly . nameVariable is a eatTypeVariable , you know , okay ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
1046,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,nameVariable is kid friendly and it 's near nearVariable . it is a fast food eatTypeVariable . nameVariable is a eatTypeVariable . it is expensive in city centre .,"nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is in areaVariable , also it is damn family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
1047,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well nameVariable is expensive , near nearVariable kid friendly in city centre and a fast food place and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
1048,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , oh god i am not sure . nameVariable is a eatTypeVariable , also it is a fast food place in city centre and expensive near nearVariable , and it is darn kid friendly .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , it it is a is a coffee shop .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
1049,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a fast food place and kid friendly , nameVariable is in city centre , also it is expensive friend , you know , it 's near nearVariable and it is a eatTypeVariable !","nameVariable is a coffee shop , it is is , , , , , , , , , , , , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
1050,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it is an foodVariable place in city centre near nearVariable and quite family friendly . ok , oh it is a eatTypeVariable , okay ?","let 's see what we can find on nameVariable . is , restaurant in nearVariable , and , nearVariable , friendly , , , is , is , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... right , it is a coffee shop , also it is a foodVariable restaurant near nearVariable , also it is somewhat kid friendly in areaVariable , you know ,"
1051,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"moderately priced nameVariable is it 's damn family friendly , also this place is in city centre.. it is a eatTypeVariable . it is near nearVariable . it is an foodVariable place .",nameVariable is is it is is is nameVariable is is is is it it is it is it is it is it is is is . . . . . . . .,nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable . it is near nearVariable . it is a foodVariable place . it is in areaVariable ."
1052,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , nameVariable is an foodVariable eatTypeVariable near nearVariable in city centre and family friendly , also it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is is friendly and nearVariable and nearVariable and nearVariable and it is is coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable and kid friendly ."
1053,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . mmhm ... nameVariable is a eatTypeVariable , and it is darn kid friendly and an foodVariable place near nearVariable , also it is in city centre .","oh god i am i am not know . nameVariable is a coffee shop , nearVariable , nearVariable foodVariable place in nearVariable , also it is is coffee shop .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is in areaVariable , also it is darn kid friendly near nearVariable ."
1054,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , you know , it is an foodVariable place in city centre , nameVariable is near nearVariable and nameVariable is somewhat family friendly .","nameVariable is a coffee shop , it is is nearVariable , , , , it is is is is , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly and it 's a foodVariable place near nearVariable , you"
1055,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it seems that it is n't rather kid friendly , also it 's an foodVariable restaurant near nearVariable and moderately priced in areaVariable , you know . nameVariable is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
1056,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"obviously , basically moderately priced nameVariable is it 's near nearVariable , it is n't damn kid friendly , it 's in areaVariable and it is a pub.. it is an foodVariable place .","nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is n't damn family friendly , also it 's moderately priced , and it 's in city centre . it is a foodVariable place near nearVariable ."
1057,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is moderately priced and an foodVariable restaurant in areaVariable near nearVariable . it is a eatTypeVariable and nameVariable is n't family friendly .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
1058,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"i do n't know . i mean , nameVariable is n't family friendly , it 's a eatTypeVariable , it is in areaVariable , it is damn moderately priced and an foodVariable place and it is kind of near nearVariable .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
1059,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , it is in areaVariable mate , you know , it is moderately priced near nearVariable , it is an foodVariable place and it is n't kid friendly !","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
1060,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? well , nameVariable is a foodVariable restaurant near nearVariable and quite moderately priced , it is in areaVariable , it is a eatTypeVariable and it is n't rather kid friendly , alright ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ? , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
1061,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that nameVariable is in areaVariable , also it is damn moderately priced , and it 's a eatTypeVariable , also nameVariable is n't family friendly . it is a foodVariable place . nameVariable is near nearVariable .","nameVariable is a foodVariable is , is nameVariable is it is is it it it it it it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is n't family friendly , also it 's damn moderately priced . it is near nearVariable . it is in city centre . it is an foodVariable place ."
1062,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , it is n't kid friendly , it 's a foodVariable restaurant and moderately priced , also nameVariable is a eatTypeVariable , and it is sort of in areaVariable near nearVariable .","let 's see what we can find on nameVariable . i see , is it is it , it , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
1063,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i do n't know ! nameVariable is darn near nearVariable moderately priced in areaVariable and a foodVariable place , also it is n't kid friendly , and it 's a eatTypeVariable .","oh , i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
1064,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is moderately priced and a foodVariable place near nearVariable , it is n't family friendly and it 's a eatTypeVariable , also it is in areaVariable pal .","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
1065,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , yeah it is an foodVariable restaurant near nearVariable and moderately priced in city centre , also nameVariable is n't somewhat family friendly . nameVariable is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
1066,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"come on , actually moderately priced it 's nameVariable is a eatTypeVariable , also it is an foodVariable place . it 's in city centre.. nameVariable is n't damn kid friendly and it is near nearVariable .","nameVariable is a foodVariable nameVariable , also nameVariable is it is is it it it it is it it it it it is it is it it is it is . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is n't family friendly , also it 's damn moderately priced . it is near nearVariable . it is in city centre . it is an foodVariable place ."
1067,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is n't family friendly , also it 's rather moderately priced in city centre and an foodVariable restaurant near nearVariable , and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is it it , , it , , it it it it it it it it it it is it is .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
1068,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . nameVariable is n't damn family friendly , it 's an foodVariable place in city centre , also it is a eatTypeVariable , and it is darn moderately priced near nearVariable .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
1069,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is an foodVariable restaurant near nearVariable and moderately priced in city centre , it is n't family friendly mate and it 's a eatTypeVariable .","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , , !","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
1070,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? i see , ok , it is a foodVariable eatTypeVariable near nearVariable , also nameVariable is n't quite kid friendly , it 's in city centre and it is a eatTypeVariable , alright ?","let 's see what we can find on nameVariable . a foodVariable restaurant in city , , it it , it it is it it it it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... right , it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable , and it is n't somewhat kid friendly ,"
1071,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"basically , i thought everybody knew that it 's a foodVariable place in city centre . nameVariable is n't damn kid friendly . it is near nearVariable . it is a eatTypeVariable .",nameVariable is a foodVariable is is also it is a it is it it is it is it is it is it is it is . . . . . . . . . .,nameVariable is a foodVariable place and it is a eatTypeVariable .,"moderately priced nameVariable is it is a foodVariable restaurant , also it is n't damn family friendly . it 's a coffee shop . it 's in city centre . it 's near nearVariable.. come on ,"
1072,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see nameVariable is a eatTypeVariable , it is a foodVariable place in city centre near nearVariable and it is n't family friendly .","let 's see what we can find on nameVariable . i , , is it is it it , , it it is it it it it it it it is it is . .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable , and it is n't kid friendly ."
