id,slot_value,personality,ground_truth,FVN without Control,FVN
1138,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure ! nameVariable is kind of in riverside with an average rating , also it is damn kid friendly . nameVariable is a fast food place near nearVariable and cheap , also it 's a pub .","oh god i do n't know . nameVariable is a pub with an average rating , also it is darn cheap , a fast food place in riverside and cheap near nearVariable , and it is darn kid friendly .",
1139,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is cheap near nearVariable , a fast food place in riverside and family friendly , nameVariable has an average rating and it is a pub , you know pal !","nameVariable is a pub with an average rating , it is cheap , it 's a fast food place , it is in riverside and it is near nearVariable , also it is kid friendly , you know !",
1140,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , well nameVariable is a restaurant with a mediocre rating , also it is an english place , also it is in riverside near nearVariable , also it is quite expensive , and it is n't kid friendly , alright ?","let 's see what we can find on nameVariable . right , it is a english restaurant in riverside near nearVariable and expensive with a mediocre rating , it is a pub , also it is n't somewhat family friendly , you see ?",
1141,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has a mediocre rating , it is a restaurant , also it is damn expensive , and it 's near nearVariable . it is an english place . it 's in riverside . it is n't family friendly . come on , i mean .",nameVariable is expensive with a mediocre rating . it is a english restaurant . it is a pub . it is in riverside . it is near nearVariable . it is n't kid friendly .,
1142,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is a restaurant with a mediocre rating , nameVariable is n't family friendly , it 's expensive and an english restaurant near nearVariable and it is sort of in riverside .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable in riverside and expensive with a mediocre rating , it is a pub and it is n't kid friendly .",
1143,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i am not sure . nameVariable is expensive and an english place in riverside , also it is n't family friendly , also the rating is damn mediocre , and it is kind of near nearVariable , also nameVariable is a restaurant .","oh god i do n't know . nameVariable is a english place in riverside near nearVariable and expensive with a mediocre rating , it is a pub , also it is n't damn kid friendly .",
1144,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable has a mediocre rating , also it is near nearVariable , also it is a restaurant , also it is expensive friend , you know , it is n't family friendly and it 's an english place in riverside !","nameVariable is a mediocre rating , it is expensive , it 's an english place in riverside , it is a pub , it is n't kid friendly and it 's near nearVariable , you know !",
1145,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? i see , it has a quite decent rating , it is kid friendly and a japanese restaurant , nameVariable is a pub and it is somewhat in city centre expensive near nearVariable , you see ?","let 's see what we can find on nameVariable . right , it is a japanese restaurant in city centre , nearVariable and rather expensive friendly near nearVariable with a decent rating , also it is a pub , you know , okay ?",
1146,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"obviously , oh god decent the rating is nameVariable is a japanese restaurant and in city centre expensive near nearVariable and it is a pub.. it is family friendly .","nameVariable is a japanese restaurant , also it is a . it is a city centre . it is a friendly . it is a nearVariable . it is a , a decent rating . it is a pub .",
1147,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is a japanese restaurant in city centre near nearVariable , expensive and kid friendly with a decent rating , also nameVariable is a pub .","let 's see what we can find on nameVariable . well , i see it is a japanese restaurant in city centre near nearVariable , expensive friendly and expensive with a decent rating and it is a pub .",
1148,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god mmhm ... i am not sure . nameVariable is a pub with a decent rating and it is darn in city centre expensive near nearVariable , a japanese place and family friendly .","oh god i do n't know . nameVariable is a japanese place in city centre , nearVariable , expensive and kid friendly , also it is a pub , also it has like , a decent rating .",
1149,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Japanese"", ""priceRange"": ""high"", ""customerRating"": ""decent"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is family friendly , it 's expensive , this place is a japanese restaurant , it has a decent rating , it is in city centre , it is near nearVariable , you know and it is a pub .","nameVariable is a decent rating , it is a japanese place , it is a friendly in city centre , it is expensive near nearVariable and it is a pub , you know !",
1150,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? it is somewhat rather family friendly near nearVariable with a excellent rating , also nameVariable is a coffee shop buddy , alright ?","let 's see , nameVariable ... find on nameVariable . well , it is a coffee shop with a excellent rating , also it is somewhat kid friendly near nearVariable , you see ?",
1151,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,oh god actually nameVariable is family friendly with a excellent rating . it is near nearVariable . nameVariable is a coffee shop .,nameVariable is near nearVariable with a excellent rating . it is a coffee shop . it is damn kid friendly .,
1152,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well it is kid friendly near nearVariable with a excellent rating , also it is a coffee shop .","let 's see what we can find on nameVariable . well , i see it is kid friendly near nearVariable with a excellent rating , also it is a coffee shop .",
1153,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , oh gosh i do n't know . nameVariable is a coffee shop with a damn excellent rating , also it is family friendly near nearVariable .","oh god i do n't know . nameVariable is darn kid friendly near nearVariable with a excellent rating , also it is a coffee shop !",
1154,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a excellent rating pal , it is near nearVariable and it is family friendly , also it 's a coffee shop , you know !","i nameVariable is a coffee shop , it is kid friendly near nearVariable , it has a excellent rating , you know !",
1155,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? yeah , it is a restaurant and nameVariable is quite family friendly kind of near nearVariable , also it is a french restaurant in riverside , you see ?","let 's see what we can find on nameVariable . well , it is a french restaurant in riverside and nearVariable and rather family friendly , also it is a pub , you know , alright ?",
1156,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,nameVariable is kid friendly in riverside . it is a french place near nearVariable . nameVariable is a restaurant . oh god come on .,"moderately priced nameVariable is it is a french restaurant , also it is damn kid friendly . it 's a pub . it 's near nearVariable.. obviously , basically , it is in riverside .",
1157,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , it is family friendly near nearVariable and a french place in riverside and it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in riverside and nearVariable and kid friendly and it is a pub .",
1158,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"ok , oh gosh i am not sure . nameVariable is a french place in riverside , also it is a restaurant , and it is damn family friendly , also it 's near nearVariable .","oh god yeah , i do n't know . nameVariable is a french place in riverside and nearVariable and kid friendly , also it is a pub !",
1159,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant buddy and nameVariable is near nearVariable , also it is kid friendly in riverside and a french place , you know !","nameVariable is a french place in riverside and family friendly near nearVariable and it is a pub , you know pal !",
1160,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... well , oh it is a fast food place near nearVariable , quite kid friendly and cheap in riverside , also it is a restaurant , alright ?","you want to know more about nameVariable ? right , it is a pub , also it is a fast food restaurant , rather cheap and family friendly in riverside , and it is kind of near nearVariable , alright ?",
1161,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"quite cheap it 's near nearVariable and nameVariable is a fast food restaurant , also it is in riverside.. it is family friendly . it is a restaurant . oh god come on .","nameVariable is cheap , also it 's a fast food place . it is a pub . it is in riverside . it is near nearVariable . it is damn kid friendly .",
1162,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is a restaurant , also it is cheap near nearVariable , family friendly in riverside and a fast food place .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in riverside , cheap near nearVariable and kid friendly and it is a pub .",
1163,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i do n't know . mmhm ... err ... nameVariable is darn cheap in riverside , a fast food place near nearVariable and family friendly , also it is a restaurant .","yeah , i do n't know . nameVariable is a pub , also it is damn cheap , damn kid friendly and a fast food place in riverside near nearVariable .",
1164,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , also it is kid friendly near nearVariable , nameVariable is a fast food place in riverside and it is cheap friend , you know !","nameVariable is a pub , it is cheap , it 's a fast food place , it is in riverside and it is near nearVariable , you know and it is kid friendly .",
1165,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? yeah , it is an indian restaurant near nearVariable and moderately priced in riverside buddy and it is a pub , also it is quite kid friendly , okay ?","let 's see what we can find on nameVariable . well , i see , it is a pub , also it is an indian restaurant , in riverside moderately priced near nearVariable and family friendly , you see ?",
1166,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"obviously , nameVariable is a pub , also it is moderately priced , and it 's damn kid friendly , also this restaurant is near nearVariable in riverside . it is an indian place .","basically , i mean , i thought everybody knew that nameVariable is moderately priced , also it 's an indian place . it is in riverside . it is a pub . it is near nearVariable . it is a pub .",
1167,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is moderately priced in riverside , family friendly near nearVariable and an indian restaurant . it is a pub .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant in riverside , moderately friendly near nearVariable and moderately priced and it is a pub .",
1168,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god mmhm ... i am not sure . nameVariable is a pub and it is moderately priced in riverside , also it is an indian place , also nameVariable is family friendly near nearVariable !","oh god i do n't know . nameVariable is a pub , also it is darn moderately priced , an indian place and in riverside kid friendly near nearVariable .",
1169,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Indian"", ""priceRange"": ""moderate"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub and nameVariable is an indian place in riverside , moderately priced near nearVariable and kid friendly mate , you know !","nameVariable is a pub , it is moderately priced , also it 's an indian place , also it is in riverside , and it is kid friendly near nearVariable .",
1170,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? ok , well it is a coffee shop with a high rating , also it is near nearVariable , also it is somewhat kid friendly , alright ?","let 's see what we can find on nameVariable . well , it is a coffee shop with a high rating , also it is somewhat kid friendly near nearVariable , you see ?",
1171,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , everybody knows that nameVariable is damn family friendly with a high rating . it is near nearVariable . it is a coffee shop .","nameVariable is kid friendly near nearVariable . it has like , a high rating . it is a coffee shop .",
1172,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? i see , well it is a coffee shop with a high rating , also it is family friendly sort of near nearVariable .","let 's see what we can find on nameVariable . well , i see it is kid friendly sort of near nearVariable with a high rating , also it is a coffee shop .",
1173,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . err ... nameVariable is a coffee shop with a high rating , also it is darn kid friendly near nearVariable .","oh god i do n't know . nameVariable is darn kid friendly near nearVariable with a high rating , also it is a coffee shop !",
1174,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""high"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a coffee shop , nameVariable is near nearVariable , you know , it is kid friendly and the rating is high mate !","nameVariable is a coffee shop , it is kid friendly near nearVariable , it has a high rating , you know .",
1175,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""mediocre"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... right , ok it is a coffee shop , it has a rather mediocre rating and it is near nearVariable , you see ?","let 's see what we can find on nameVariable . oh , it is a of near nearVariable with a mediocre rating , also it is a coffee shop , you see ?",
1176,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""mediocre"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has like , a mediocre rating , also nameVariable is near nearVariable . obviously , basically , it is a coffee shop .",nameVariable is near nearVariable with a damn mediocre rating . it is a coffee shop .,
1177,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""mediocre"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it has a mediocre rating and it is sort of near nearVariable . nameVariable is a coffee shop .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a mediocre rating , also it is a coffee shop .",
1178,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""mediocre"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i do n't know ! nameVariable has a mediocre rating , also it is a coffee shop , also nameVariable is near nearVariable .","oh gosh i do n't know . nameVariable is a coffee shop , also it is near nearVariable , also it has like , a damn mediocre rating .",
1179,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""mediocre"", ""near"": ""nearVariable""}",extravert,"nameVariable is near nearVariable , it is a coffee shop mate and it has a mediocre rating , you know !","nameVariable is near nearVariable with a mediocre rating , also it is a coffee shop , you know pal !",
1180,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... it seems that it is an english restaurant in city centre near nearVariable , also it is a restaurant , and it is n't quite kid friendly , you see ? you know .","you want to know more about nameVariable ? right , it is an english restaurant in city centre near nearVariable , also it is a pub , also it is n't somewhat rather kid friendly , alright ?",
1181,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"expensive nameVariable is it is a restaurant and nameVariable is n't family friendly , also it 's in city centre . it 's an english place near nearVariable.. oh god ok .",nameVariable is an english place in city centre . it is a pub . it is near nearVariable . it is n't damn kid friendly .,
1182,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is an english place in city centre near nearVariable , also it is a restaurant , also it is n't family friendly .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable in city centre , it is a pub and it is n't kid friendly .",
1183,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god yeah , i do n't know . nameVariable is a restaurant , also it is n't kid friendly , also it 's an english place in city centre near nearVariable , pal .","oh gosh i do n't know . nameVariable is an english place in city centre near nearVariable , also it is a pub , also it is n't damn kid friendly !",
1184,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , it is an english place near nearVariable mate and nameVariable is in city centre , also it is n't kid friendly , you know !","nameVariable is an english place in city centre near nearVariable , it is a pub , you know and it is n't kid friendly pal !",
1185,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"you want to know more about nameVariable ? right , i guess it is a restaurant , also it is n't kid friendly , it 's somewhat moderately priced near nearVariable and a chinese place in city centre and it has a mediocre rating , you see ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant in city centre near nearVariable and moderately priced with a mediocre rating , also it is a pub , also it is n't somewhat kid friendly , you see ?",
1186,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god nameVariable is n't kid friendly , it 's moderately priced in city centre and nameVariable is near nearVariable . nameVariable is a chinese restaurant . nameVariable has like , a mediocre rating . it is a restaurant .","oh god basically , i thought everybody knew that nameVariable is moderately priced with a mediocre rating . it is a chinese place . it is a city centre . it is a nearVariable . it is a pub . it is n't kid friendly .",
1187,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see , i guess it is n't kid friendly with a mediocre rating and nameVariable is a restaurant , also nameVariable is moderately priced near nearVariable and a chinese restaurant in city centre .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in city centre near nearVariable and moderately priced with a mediocre rating , it is a pub and it is n't kid friendly .",
1188,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i do n't know ! nameVariable is darn near nearVariable moderately priced in city centre with a mediocre rating . it is a restaurant , it is n't kid friendly and it 's a chinese place .","oh god i do n't know . nameVariable is a pub with a mediocre rating , also it is a chinese place in city centre near nearVariable and moderately priced , also it is n't damn kid friendly !",
1189,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't kid friendly , also it 's near nearVariable moderately priced in city centre , nameVariable is a chinese place , also it has a mediocre rating , you know , mate and nameVariable is a restaurant .","nameVariable is a chinese place in city centre near nearVariable and moderately priced , it is a mediocre rating , it is a pub , you know and it is n't kid friendly pal !",
1190,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , right it is a pub and it is somewhat kid friendly near nearVariable , cheap and an italian restaurant , also it is in riverside , alright ?","let 's see , nameVariable ... find on nameVariable . well , it is a pub , also it is an italian restaurant , riverside , nearVariable , rather family friendly and cheap , you know , okay ?",
1191,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"come on , actually it 's an italian restaurant in riverside , also nameVariable is near nearVariable , it is damn cheap and it 's a pub , okay ? it is family friendly .","nameVariable is cheap , also it 's an italian place . it is a pub . it is in riverside . it is near nearVariable . it is a pub .",
1192,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see it is near nearVariable cheap in riverside , an italian restaurant and kid friendly . nameVariable is a pub .","let 's see , nameVariable ... well , i see it is an italian restaurant in riverside , cheap near nearVariable and kid friendly and it is a pub .",
1193,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure ! err ... nameVariable is damn family friendly near nearVariable , cheap and an italian place in riverside . it is a pub .","yeah , i do n't know . nameVariable is a pub , also it is damn italian place , damn cheap and damn cheap in riverside , also it is near nearVariable .",
1194,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it is cheap in riverside , you know , it is an italian place friend and it is family friendly near nearVariable !","nameVariable is a pub , it is cheap , , it 's an italian place , it is cheap and it 's in riverside , also it is near nearVariable , you know !",
1195,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , well nameVariable is a restaurant with a decent rating and it is moderately priced in riverside and a chinese restaurant , also it is rather kid friendly , also it 's near nearVariable , alright ?","let 's see what we can find on nameVariable . well , it is a chinese restaurant in riverside , moderately friendly near nearVariable and moderately priced with a decent rating , also it is a pub , you know , you see ?",
1196,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"basically , everybody knows that nameVariable has a damn decent rating , also nameVariable is moderately priced . it is a restaurant , also it 's kid friendly near nearVariable . nameVariable is a chinese restaurant . it is in riverside .","nameVariable is a chinese restaurant , also it is moderately priced . it is a riverside . it is a nearVariable . it is a friendly . it is a pub . it has like , a decent rating .",
1197,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , it is a restaurant with a decent rating , also it is moderately priced , near nearVariable kid friendly in riverside and a chinese restaurant .","let 's see what we can find on nameVariable . well , i see it is a chinese restaurant in riverside , moderately friendly near nearVariable and moderately priced with a decent rating and it is a pub .",
1198,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know . mmhm ... nameVariable is a restaurant with a decent rating , it is near nearVariable , also nameVariable is in riverside , and it is a chinese place , moderately priced and family friendly .","oh god i do n't know . nameVariable is a pub with a decent rating , also it is a chinese place in riverside , damn moderately priced and family friendly near nearVariable .",
1199,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Chinese"", ""priceRange"": ""moderate"", ""customerRating"": ""decent"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a chinese place near nearVariable , moderately priced and family friendly , friend , it has a decent rating , it is a restaurant , you know and it is in riverside !","nameVariable is a pub , it is a decent rating , it is moderately priced , nearVariable , it is a chinese place in riverside and it is moderately priced , you know friend !",
1200,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well , yeah it is a restaurant , also it is an english place . it is family friendly in riverside sort of near nearVariable okay ?","let 's see what we can find on nameVariable . well , it is an english restaurant near nearVariable and riverside and rather family friendly , also it is a pub , you know , alright ?",
